SHIPPER_ID,SHIPMENT_NUMBER,CARRIER_DISPLAY_ID,VEHICLE_TYPE,VEHICLE_BUILD_UP,FIRST_COLLECTION_POST_CODE,LAST_DELIVERY_POST_CODE,FIRST_COLLECTION_LATITUDE,FIRST_COLLECTION_LONGITUDE,LAST_DELIVERY_LATITUDE,LAST_DELIVERY_LONGITUDE,FIRST_COLLECTION_SCHEDULE_EARLIEST,FIRST_COLLECTION_SCHEDULE_LATEST,LAST_DELIVERY_SCHEDULE_EARLIEST,LAST_DELIVERY_SCHEDULE_LATEST,DELIVERY_DISTANCE,LAT,LON,RECORD_TIMESTAMP,LATE_DELIVERY
2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231213-272973,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.7861166,-2.6201587,53.29541030000001,-1.0662826,2023-12-14T20:00:00+00:00,2023-12-14T21:00:00+00:00,2023-12-15T02:30:00+00:00,2023-12-15 03:00:00+00:00,198.29,53.2949136430398,-1.06677629984915,2023-12-15 12:20:00+00:00,1
2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231213-272973,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.7861166,-2.6201587,53.29541030000001,-1.0662826,2023-12-14T20:00:00+00:00,2023-12-14T21:00:00+00:00,2023-12-15T02:30:00+00:00,2023-12-15 03:00:00+00:00,198.29,53.2944764,-1.0661667,2023-12-15 12:22:00+00:00,1
2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231213-272973,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.7861166,-2.6201587,53.29541030000001,-1.0662826,2023-12-14T20:00:00+00:00,2023-12-14T21:00:00+00:00,2023-12-15T02:30:00+00:00,2023-12-15 03:00:00+00:00,198.29,53.2944898,-1.0661795,2023-12-15 12:23:00+00:00,1
2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231213-272973,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.7861166,-2.6201587,53.29541030000001,-1.0662826,2023-12-14T20:00:00+00:00,2023-12-14T21:00:00+00:00,2023-12-15T02:30:00+00:00,2023-12-15 03:00:00+00:00,198.29,53.2950435,-1.0667335,2023-12-15 12:24:00+00:00,1
2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231213-272973,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.7861166,-2.6201587,53.29541030000001,-1.0662826,2023-12-14T20:00:00+00:00,2023-12-14T21:00:00+00:00,2023-12-15T02:30:00+00:00,2023-12-15 03:00:00+00:00,198.29,53.2944875,-1.0661451,2023-12-15 12:25:00+00:00,1
2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231213-272973,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.7861166,-2.6201587,53.29541030000001,-1.0662826,2023-12-14T20:00:00+00:00,2023-12-14T21:00:00+00:00,2023-12-15T02:30:00+00:00,2023-12-15 03:00:00+00:00,198.29,53.2944818,-1.0661457,2023-12-15 12:26:00+00:00,1
2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231213-272973,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.7861166,-2.6201587,53.29541030000001,-1.0662826,2023-12-14T20:00:00+00:00,2023-12-14T21:00:00+00:00,2023-12-15T02:30:00+00:00,2023-12-15 03:00:00+00:00,198.29,53.2944979,-1.066168,2023-12-15 12:27:00+00:00,1
2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231213-272973,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.7861166,-2.6201587,53.29541030000001,-1.0662826,2023-12-14T20:00:00+00:00,2023-12-14T21:00:00+00:00,2023-12-15T02:30:00+00:00,2023-12-15 03:00:00+00:00,198.29,53.2944852,-1.0661528,2023-12-15 12:28:00+00:00,1
2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231213-272973,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.7861166,-2.6201587,53.29541030000001,-1.0662826,2023-12-14T20:00:00+00:00,2023-12-14T21:00:00+00:00,2023-12-15T02:30:00+00:00,2023-12-15 03:00:00+00:00,198.29,53.2944869,-1.0661671,2023-12-15 12:48:00+00:00,1
2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231213-272973,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.7861166,-2.6201587,53.29541030000001,-1.0662826,2023-12-14T20:00:00+00:00,2023-12-14T21:00:00+00:00,2023-12-15T02:30:00+00:00,2023-12-15 03:00:00+00:00,198.29,53.2944862,-1.0661427,2023-12-15 12:49:00+00:00,1
2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231213-272973,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.7861166,-2.6201587,53.29541030000001,-1.0662826,2023-12-14T20:00:00+00:00,2023-12-14T21:00:00+00:00,2023-12-15T02:30:00+00:00,2023-12-15 03:00:00+00:00,198.29,53.2944891,-1.0661616,2023-12-15 12:50:00+00:00,1
2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231213-272973,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.7861166,-2.6201587,53.29541030000001,-1.0662826,2023-12-14T20:00:00+00:00,2023-12-14T21:00:00+00:00,2023-12-15T02:30:00+00:00,2023-12-15 03:00:00+00:00,198.29,53.2944889,-1.0661608,2023-12-15 12:52:00+00:00,1
2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231213-272973,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.7861166,-2.6201587,53.29541030000001,-1.0662826,2023-12-14T20:00:00+00:00,2023-12-14T21:00:00+00:00,2023-12-15T02:30:00+00:00,2023-12-15 03:00:00+00:00,198.29,53.2944891,-1.0661639,2023-12-15 12:55:00+00:00,1
2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231213-272973,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.7861166,-2.6201587,53.29541030000001,-1.0662826,2023-12-14T20:00:00+00:00,2023-12-14T21:00:00+00:00,2023-12-15T02:30:00+00:00,2023-12-15 03:00:00+00:00,198.29,53.2944853,-1.0661689,2023-12-15 12:56:00+00:00,1
2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231213-272973,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.7861166,-2.6201587,53.29541030000001,-1.0662826,2023-12-14T20:00:00+00:00,2023-12-14T21:00:00+00:00,2023-12-15T02:30:00+00:00,2023-12-15 03:00:00+00:00,198.29,53.2944908,-1.0661673,2023-12-15 12:57:00+00:00,1
2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231213-272973,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.7861166,-2.6201587,53.29541030000001,-1.0662826,2023-12-14T20:00:00+00:00,2023-12-14T21:00:00+00:00,2023-12-15T02:30:00+00:00,2023-12-15 03:00:00+00:00,198.29,53.2945029,-1.0661566,2023-12-15 12:58:00+00:00,1
761f4ba9-6b78-46bf-a925-28366e334228,SEZHUK-231205-270018,CAUK000940,Tractor Unit,Box,S18 1PF,RG19 4BQ,53.3041857,-1.4821585,51.399350000000005,-1.2314503,2023-12-21T13:00:00+00:00,2023-12-21T13:30:00+00:00,2023-12-21T17:00:00+00:00,2023-12-21 17:30:00+00:00,212.65,51.3991027421223,-1.23227963950721,2023-12-21 17:25:00+00:00,0
761f4ba9-6b78-46bf-a925-28366e334228,SEZHUK-231205-270018,CAUK000940,Tractor Unit,Box,S18 1PF,RG19 4BQ,53.3041857,-1.4821585,51.399350000000005,-1.2314503,2023-12-21T13:00:00+00:00,2023-12-21T13:30:00+00:00,2023-12-21T17:00:00+00:00,2023-12-21 17:30:00+00:00,212.65,51.3996836909856,-1.23106060650185,2023-12-21 17:33:00+00:00,0
761f4ba9-6b78-46bf-a925-28366e334228,SEZHUK-231205-270018,CAUK000940,Tractor Unit,Box,S18 1PF,RG19 4BQ,53.3041857,-1.4821585,51.399350000000005,-1.2314503,2023-12-21T13:00:00+00:00,2023-12-21T13:30:00+00:00,2023-12-21T17:00:00+00:00,2023-12-21 17:30:00+00:00,212.65,51.3988103116385,-1.23096512759584,2023-12-21 17:34:00+00:00,0
761f4ba9-6b78-46bf-a925-28366e334228,SEZHUK-231205-270018,CAUK000940,Tractor Unit,Box,S18 1PF,RG19 4BQ,53.3041857,-1.4821585,51.399350000000005,-1.2314503,2023-12-21T13:00:00+00:00,2023-12-21T13:30:00+00:00,2023-12-21T17:00:00+00:00,2023-12-21 17:30:00+00:00,212.65,51.3989196019382,-1.23167080300198,2023-12-21 17:42:00+00:00,0
761f4ba9-6b78-46bf-a925-28366e334228,SEZHUK-231205-270018,CAUK000940,Tractor Unit,Box,S18 1PF,RG19 4BQ,53.3041857,-1.4821585,51.399350000000005,-1.2314503,2023-12-21T13:00:00+00:00,2023-12-21T13:30:00+00:00,2023-12-21T17:00:00+00:00,2023-12-21 17:30:00+00:00,212.65,51.3988862251589,-1.23094767855551,2023-12-21 17:45:00+00:00,0
761f4ba9-6b78-46bf-a925-28366e334228,SEZHUK-231205-270018,CAUK000940,Tractor Unit,Box,S18 1PF,RG19 4BQ,53.3041857,-1.4821585,51.399350000000005,-1.2314503,2023-12-21T13:00:00+00:00,2023-12-21T13:30:00+00:00,2023-12-21T17:00:00+00:00,2023-12-21 17:30:00+00:00,212.65,51.3988278220036,-1.23079301555514,2023-12-21 17:53:00+00:00,0
761f4ba9-6b78-46bf-a925-28366e334228,SEZHUK-231205-270018,CAUK000940,Tractor Unit,Box,S18 1PF,RG19 4BQ,53.3041857,-1.4821585,51.399350000000005,-1.2314503,2023-12-21T13:00:00+00:00,2023-12-21T13:30:00+00:00,2023-12-21T17:00:00+00:00,2023-12-21 17:30:00+00:00,212.65,51.398740494138494,-1.2308045150748,2023-12-21 18:43:00+00:00,1
761f4ba9-6b78-46bf-a925-28366e334228,SEZHUK-231205-270018,CAUK000940,Tractor Unit,Box,S18 1PF,RG19 4BQ,53.3041857,-1.4821585,51.399350000000005,-1.2314503,2023-12-21T13:00:00+00:00,2023-12-21T13:30:00+00:00,2023-12-21T17:00:00+00:00,2023-12-21 17:30:00+00:00,212.65,51.3989583599214,-1.2314472813979,2023-12-21 18:44:00+00:00,1
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231029-257555,CAUK000766,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.7668466,-1.7405195,51.770668099999995,-0.4395288,2023-10-31T22:19:00+00:00,2023-11-01T01:00:01+00:00,2023-11-01T05:51:00+00:00,2023-11-01 08:46:01+00:00,238.85,51.7709951335564,-0.438826996833086,2023-11-01 08:40:00+00:00,0
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231008-251119,CAUK000766,Tractor Unit,Box 44ft,BD5 8LZ,ME13 7TW,53.7668466,-1.7405195,51.3267053,0.8806202,2023-10-10T01:40:00+00:00,2023-10-10T03:20:01+00:00,2023-10-10T09:14:00+00:00,2023-10-10 12:10:01+00:00,324.52,51.32629590108991,0.879818033427,2023-10-10 08:54:00+00:00,0
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231008-251119,CAUK000766,Tractor Unit,Box 44ft,BD5 8LZ,ME13 7TW,53.7668466,-1.7405195,51.3267053,0.8806202,2023-10-10T01:40:00+00:00,2023-10-10T03:20:01+00:00,2023-10-10T09:14:00+00:00,2023-10-10 12:10:01+00:00,324.52,51.3262968230993,0.879832282662392,2023-10-10 09:51:00+00:00,0
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231008-251119,CAUK000766,Tractor Unit,Box 44ft,BD5 8LZ,ME13 7TW,53.7668466,-1.7405195,51.3267053,0.8806202,2023-10-10T01:40:00+00:00,2023-10-10T03:20:01+00:00,2023-10-10T09:14:00+00:00,2023-10-10 12:10:01+00:00,324.52,51.326307635754304,0.87985809892416,2023-10-10 09:54:00+00:00,0
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231008-251119,CAUK000766,Tractor Unit,Box 44ft,BD5 8LZ,ME13 7TW,53.7668466,-1.7405195,51.3267053,0.8806202,2023-10-10T01:40:00+00:00,2023-10-10T03:20:01+00:00,2023-10-10T09:14:00+00:00,2023-10-10 12:10:01+00:00,324.52,51.3263557478786,0.880032442510128,2023-10-10 10:23:00+00:00,0
4eac100d-9434-415f-9e91-9be5da145d19,SEZHUK-231129-267387,CAUK000310,Tractor Unit,Tractor Only,PE12 6EW,CV8 3ED,52.7806928,-0.1244324,52.372393,-1.453716,2023-12-10T12:30:00+00:00,2023-12-10T13:30:00+00:00,2023-12-10T15:30:00+00:00,2023-12-10 16:30:00+00:00,100.92,52.372100396838896,-1.4546670875309,2023-12-10 15:21:00+00:00,0
40415fe3-e446-4d1e-b141-3698b0dc47f3,SEZHUK-231206-270115,CAUK000124,Tractor Unit,Curtain-Side 13.6M Trailer,IP24 1HP,LE67 1UA,52.4254103,0.7369557,52.7006197,-1.3408015,2023-12-12T09:00:00+00:00,2023-12-12T09:30:00+00:00,2023-12-13T12:00:00+00:00,2023-12-13 12:00:00+00:00,144.18,52.7005880093202,-1.34001318365335,2023-12-15 09:00:00+00:00,1
40415fe3-e446-4d1e-b141-3698b0dc47f3,SEZHUK-231206-270115,CAUK000124,Tractor Unit,Curtain-Side 13.6M Trailer,IP24 1HP,LE67 1UA,52.4254103,0.7369557,52.7006197,-1.3408015,2023-12-12T09:00:00+00:00,2023-12-12T09:30:00+00:00,2023-12-13T12:00:00+00:00,2023-12-13 12:00:00+00:00,144.18,52.7014946378768,-1.34028350003064,2023-12-15 09:01:00+00:00,1
192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231206-270126,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,NW10 7LQ,52.8004987,-1.6633227,51.5264903,-0.2663509,2023-12-07T13:00:00+00:00,2023-12-07T23:59:00+00:00,2023-12-08T14:30:00+00:00,2023-12-08 15:00:00+00:00,170.97,51.52641304,-0.26621193,2023-12-08 13:41:00+00:00,0
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231217-275049,CAUK000390,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.7668466,-1.7405195,51.770668099999995,-0.4395288,2023-12-22T14:20:00+00:00,2023-12-22T16:00:00+00:00,2023-12-23T05:00:00+00:00,2023-12-23 07:56:00+00:00,238.85,51.7713699,-0.4392321,2023-12-23 09:42:00+00:00,1
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231217-275049,CAUK000390,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.7668466,-1.7405195,51.770668099999995,-0.4395288,2023-12-22T14:20:00+00:00,2023-12-22T16:00:00+00:00,2023-12-23T05:00:00+00:00,2023-12-23 07:56:00+00:00,238.85,51.770976746069,-0.438800233218979,2023-12-23 09:43:00+00:00,1
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231217-275049,CAUK000390,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.7668466,-1.7405195,51.770668099999995,-0.4395288,2023-12-22T14:20:00+00:00,2023-12-22T16:00:00+00:00,2023-12-23T05:00:00+00:00,2023-12-23 07:56:00+00:00,238.85,51.7699356066314,-0.439224128431692,2023-12-23 09:45:00+00:00,1
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231217-275049,CAUK000390,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.7668466,-1.7405195,51.770668099999995,-0.4395288,2023-12-22T14:20:00+00:00,2023-12-22T16:00:00+00:00,2023-12-23T05:00:00+00:00,2023-12-23 07:56:00+00:00,238.85,51.7701239301449,-0.439889326669748,2023-12-23 09:50:00+00:00,1
3244246f-e37c-4ba4-b9b3-61416a4449ae,SEZHUK-231214-274014,CAUK000224,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,RM19 1ND,53.293412,-1.0740077,51.4809972,0.2581966,2023-12-16T07:00:00+00:00,2023-12-16T07:59:00+00:00,2023-12-16T15:00:00+00:00,2023-12-16 15:00:00+00:00,221.12,51.4804439666054,0.25756581435243,2023-12-16 14:23:00+00:00,0
3244246f-e37c-4ba4-b9b3-61416a4449ae,SEZHUK-231214-274014,CAUK000224,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,RM19 1ND,53.293412,-1.0740077,51.4809972,0.2581966,2023-12-16T07:00:00+00:00,2023-12-16T07:59:00+00:00,2023-12-16T15:00:00+00:00,2023-12-16 15:00:00+00:00,221.12,51.480382960853696,0.25742413681491,2023-12-16 15:26:00+00:00,0
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231029-257614,CAUK000766,Tractor Unit,Box 44ft,BD5 8LZ,ME13 7TW,53.7668466,-1.7405195,51.3267053,0.8806202,2023-10-31T22:19:00+00:00,2023-11-01T00:01:01+00:00,2023-11-01T06:00:00+00:00,2023-11-01 08:56:01+00:00,324.52,51.32765093,0.87981531,2023-11-01 09:53:00+00:00,1
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231029-257614,CAUK000766,Tractor Unit,Box 44ft,BD5 8LZ,ME13 7TW,53.7668466,-1.7405195,51.3267053,0.8806202,2023-10-31T22:19:00+00:00,2023-11-01T00:01:01+00:00,2023-11-01T06:00:00+00:00,2023-11-01 08:56:01+00:00,324.52,51.32649107,0.87975951,2023-11-01 09:57:00+00:00,1
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231126-266606,CAUK001068,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.7668466,-1.7405195,51.399350000000005,-1.2314503,2023-11-30T00:20:00+00:00,2023-11-30T02:00:01+00:00,2023-11-30T07:37:00+00:00,2023-11-30 10:33:01+00:00,265.7,51.39982756,-1.23150793,2023-11-30 08:02:00+00:00,0
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231126-266606,CAUK001068,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.7668466,-1.7405195,51.399350000000005,-1.2314503,2023-11-30T00:20:00+00:00,2023-11-30T02:00:01+00:00,2023-11-30T07:37:00+00:00,2023-11-30 10:33:01+00:00,265.7,51.39902952,-1.23134946,2023-11-30 08:07:00+00:00,0
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231126-266606,CAUK001068,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.7668466,-1.7405195,51.399350000000005,-1.2314503,2023-11-30T00:20:00+00:00,2023-11-30T02:00:01+00:00,2023-11-30T07:37:00+00:00,2023-11-30 10:33:01+00:00,265.7,51.39900842,-1.23062249,2023-11-30 08:26:00+00:00,0
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231126-266606,CAUK001068,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.7668466,-1.7405195,51.399350000000005,-1.2314503,2023-11-30T00:20:00+00:00,2023-11-30T02:00:01+00:00,2023-11-30T07:37:00+00:00,2023-11-30 10:33:01+00:00,265.7,51.3990401,-1.2318083,2023-11-30 08:27:00+00:00,0
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231126-266606,CAUK001068,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.7668466,-1.7405195,51.399350000000005,-1.2314503,2023-11-30T00:20:00+00:00,2023-11-30T02:00:01+00:00,2023-11-30T07:37:00+00:00,2023-11-30 10:33:01+00:00,265.7,51.3990005,-1.2318237,2023-11-30 08:29:00+00:00,0
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231126-266606,CAUK001068,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.7668466,-1.7405195,51.399350000000005,-1.2314503,2023-11-30T00:20:00+00:00,2023-11-30T02:00:01+00:00,2023-11-30T07:37:00+00:00,2023-11-30 10:33:01+00:00,265.7,51.3990126,-1.2317702,2023-11-30 09:04:00+00:00,0
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231126-266606,CAUK001068,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.7668466,-1.7405195,51.399350000000005,-1.2314503,2023-11-30T00:20:00+00:00,2023-11-30T02:00:01+00:00,2023-11-30T07:37:00+00:00,2023-11-30 10:33:01+00:00,265.7,51.399019,-1.231902,2023-11-30 09:27:00+00:00,0
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231126-266606,CAUK001068,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.7668466,-1.7405195,51.399350000000005,-1.2314503,2023-11-30T00:20:00+00:00,2023-11-30T02:00:01+00:00,2023-11-30T07:37:00+00:00,2023-11-30 10:33:01+00:00,265.7,51.3986017,-1.2308798,2023-11-30 10:06:00+00:00,0
bad2a1c4-4cf3-4157-864f-ce161784831f,SEZHUK-231205-269969,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,NN15 5YT,53.464194,-2.8953117,52.3705185,-0.6849094,2023-12-07T06:00:00+00:00,2023-12-07T06:01:00+00:00,2023-12-07T15:35:00+00:00,2023-12-07 16:05:00+00:00,192.13,52.3710625030676,-0.684024831051668,2023-12-07 17:22:00+00:00,1
bad2a1c4-4cf3-4157-864f-ce161784831f,SEZHUK-231205-269969,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,NN15 5YT,53.464194,-2.8953117,52.3705185,-0.6849094,2023-12-07T06:00:00+00:00,2023-12-07T06:01:00+00:00,2023-12-07T15:35:00+00:00,2023-12-07 16:05:00+00:00,192.13,52.3698347536916,-0.685850729036183,2023-12-07 17:26:00+00:00,1
